,昵称,时间,评论
309,M45****396,2020-01-15,"住长隆酒店, 步行就到了, 很方便, 第一个进园, 人很少, 几乎不用排队, 玩嗨了"
310,135****1962,2020-01-03,"欢乐世界玩了一整天, 野生动物园逛了一整天, 天的连票进园很方便, 园内设施齐全, 卫生间很多也很卫生, 绿植很多, 空气不错, 有的玩有的学, 就是园内的饮食贵了些"
311,JX游天下,2020-03-07,"非常快乐, 是我玩过最好的游乐场了"
312,_WeCh****27230,2020-02-21,"就是想玩, 度垂直过山车, 超级爽"
313,M10****532,2020-02-05,"长隆唯一没去的景点, 这次补上了"
314,135****3402,2020-01-25,"很好, 就是不知怎么的买了最贵的票"
315,hyhy,2020-02-03,"吃的喝的都可以带的, 演出也不错"
316,_WeCh****652986,2020-01-28,"还是很好玩的, 去的时候不用排队"
317,_gf520****678778,2020-01-24,"金猪辞岁千家瑞, 银鼠迎春万象新, 拜年啦, 恭祝您及家人新春快乐, 身体健康, 万事如意"
318,萌萌果仔,2019-12-27,"好玩刺激, 安全系数高, 安全员都很负责任, 最喜欢激流勇进, 特别好玩"
319,小乐武汉77,2020-03-27,"游乐设施不错, 刺激性比较大哦"
320,慕紫7,2020-02-01,"整体还可以, 不过没有迪斯尼好"
321,gaoxiansheng07,2019-12-29,"游客不太多, 小盆友玩的挺爽的"
322,lucktan,2019-12-05,"非常愉快的乐园, 电子票有专门的通道, 无需取纸质票, 很好用, 乐园玩水真的很爽, 晚上还有, 助兴, 好评"
323,158****9136,2020-01-21,"总体很不错, 大马戏很精彩, 就是北门行里只存到, 点半, 看完马戏就取不到, 非常不方便, 应该能等到马戏结束再关门比较适合, 或者有别的后补办法给人提供方便"
324,_U2****6453,2019-12-23,"欢乐世界名不虚传, 孩子特别喜欢玩, 就是人比较多, 很多项目排队时间长"
325,Lukas0630,2019-11-25,"和不错, 和朋友玩耍了一天, 感觉童年感觉又回来了"
326,大爷终究是你大爷,2019-11-06,"值肯定值得去, 但是进去了最好买快速通道, 不然的话, 能排队排到崩溃"
327,M30****3761,2020-03-01,"不错, 价钱划算"
328,meiwenlan,2020-02-06,"很好玩哦, 大人小孩都开心"
329,iii-Kelly,2020-02-01,"第一次去, 感觉内容很丰富"
330,M23****2934,2020-02-01,"和女朋友一起去玩, 很刺激"
331,_seoyo****77727,2020-01-15,"刺激, 好玩, 东西好吃, 值得推荐, 暑假和寒假我都选择了长隆欢乐世界"
332,cc_brainer,2019-12-30,"不错的景点, 和几个朋友一起去, 比实体便宜一些, 不过很方便快捷, 推荐和朋友或者家人一起出行, 周末短途也可以过来游玩, 附近有个商圈两个地铁站就到了"
333,M26****6200,2020-03-14,"好玩, 很喜欢"
334,118****282,2020-03-04,"门票也要点评, 没打折"
335,M54****293,2020-02-10,"值得一去, 亲子旅游首选"
336,Forestm,2020-02-09,"很刺激很好玩, 值得一去"
337,Iris_ding,2019-11-27,"长隆欢乐世界交通很便利, 停车收费不贵, 也临近地铁, 项目大多数适合, 以上玩, 推荐, 大摆锤, 垂直过山车, 海盗船, 跳楼机等等, 广州好玩的地方之一"
338,M28****2741,2019-11-06,"值得一去, 当然带上孩子, 如何孩子太小也不建议, 毕竟刺激项目不少"
339,RoneyH,2020-01-21,"去的时候是万圣节活动, 人比较多, 选人不太多的时候还是很好玩的"
340,hilllll,2020-01-15,很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好
341,M30****6057,2020-01-03,"玩的很高兴, 特别刺激"
342,可乐_拉环,2019-12-06,很好玩淡季去不用排队
343,献给未来de歌i,2019-11-25,"很好玩, 就是每个游玩项目的持续时间都很短, 顺便一说, 今天好像是哪所中小学出来玩, 整个会场都是女孩子们的尖叫声, 男生们都在王者, 吃鸡, 很真实"
344,齐哗哗啊,2019-10-27,"你还找不到这个万圣节节目的话, 建议你也来这里, 园内下午有表演, 很值得一看, 表演节目时间安排以当日公告为准, 请特别留意观看主要干道上的电子屏幕和现场电子提示牌, 尖叫地带, 欢乐剧场与国际特技剧场附近的大型电子屏幕上, 都有详细介绍了园区当天主要演艺时间, 还可留意园区的广播, 各大剧场及表演开演前半小时, 一般会有广播提示, 可以提前过去占个好位置"
345,佛山小华,2020-03-09,"方便快捷, 十分满意"
346,Christian,2020-03-06,"还可以吧, 人太多了"
347,M25****031,2020-02-19,"不错, 就是需要排队"
348,六月星辰,2020-02-12,好开心呀
349,六月星辰,2020-02-12,好开心
350,慕紫7,2020-02-01,还好孩子玩的很开心
351,320****067,2020-01-06,下雨啊啊啊啊啊啊啊
352,PS7ISY,2020-01-03,"非常棒的一次旅行, 简直无敌了, 套票, 欢乐世界后在大马戏, 大马戏后还可以欢乐世界夜场, 哈哈"
353,携程用户,2019-11-25,"玩了几个项目, 都是比较有挑战性的, 特别是那个大摆锤, 都要出来了, 表示还想去玩"
354,M25****7152,2019-10-30,"非常不错, 刚好时间合适, 非常好玩, 人很多, 值得去哦"
355,135****2184,2020-03-12,"很好, 游玩很方便"
356,139****7645,2020-03-11,孩子的至爱去处
357,ljyjo88,2020-03-02,寻找刺激的好地方
358,百里木易,2020-02-17,"不排队, 真的好"
359,M30****8570,2019-11-22,"本来是要订水上乐园的票, 我们看错了, 订错了地方, 但是后来我们还是去的水上乐园, 晚上的时候, 可以在水上跳舞呀, 我和我朋友玩的的很开心"
360,火焰王子,2020-03-23,好玩儿念念不忘
361,_ucwe****144050,2020-03-21,不错适合小孩
362,D19****612,2020-03-07,"人不多, 很好玩"
363,凡尔赛戚继光,2020-02-23,不错以后會去玩
364,M10****532,2020-02-05,"精彩, 不虚此行"
365,M24****5779,2020-01-28,不错不错很不错
366,138****1607,2020-03-28,少孩非常喜欢
367,火焰王子,2020-03-23,值得一去再去
368,健康永恒,2020-03-06,"好, 下次再买"
369,天乌乌,2020-02-21,"没毛病, 优秀"
370,圣欧班萧宝卷,2020-02-15,"很好, 很方便"
371,M38****1441,2020-02-08,好非常棒好的
372,_WeCh****583105,2020-02-08,很好很好
373,_CFT01****9908228,2020-01-28,人超级多的
374,M60****445,2020-01-15,可以玩一整天
375,w****18,2020-01-12,"游玩设施布局很紧湊, 适合大人与各年龄段小朋友的游玩, 今天人也不多, 很多项目都不用排队, 工作人员的服务很细心周到, 一次很好的游玩体验"
376,董小姐,2020-01-03,"很超值, 玩得特别开心, 感觉比上海迪斯尼好玩, 项目都分好年龄段, 很科学, 最喜欢玩激流勇进, 连续玩了三次, 太过瘾了, 如果是夏天就更爽了"
377,A小蔡A,2019-11-23,"玩不动那么多项目, 一天时间都可以玩玩咯, 建议提前去玩"
378,慈童原野,2019-11-07,就这样吧
379,拉姆斯宾塞,2020-03-24,好好好好好
380,拉姆斯宾塞,2020-03-24,好好好好好
381,火焰王子,2020-03-23,非常刺激好
382,M35****7428,2020-02-15,很好非常好
383,小小志哈哈哈,2020-02-11,刺激好玩啊
384,小小志哈哈哈,2020-02-11,刺激好玩啊
385,小小志哈哈哈,2020-02-11,刺激好玩啊
386,_WeCh****03147,2020-02-09,
387,_WeCh****352497,2020-02-09,好的还可以
388,ww****y,2020-02-05,很好很方便
389,ww****y,2020-02-05,很好很方便
390,M49****316,2020-01-21,"体验非常好, 第一次在携程购买门票, 详情页说明非常详细, 客服有问必答, 重点是出票也超级快的呀, 买票后直接去现场扫码进园就行, 很方便"
391,M22****1809,2019-12-22,"好多节目都是从这里选景拍摄的呢, 真想趁着寒假去看看"
392,_WeCh****334881,2019-12-13,"非常好玩, 排队都很快, 携程上购票直接去换票很方便, 小朋友玩的很开心哦, 垂直过山车很过隐很刺激, 还是一块区域专门是为小朋友玩的, 赞"
393,小北鼻,2019-11-10,"每年万圣节我都会去, 很热闹, 里面的人打扮都很给力, 小心脏扑通扑通的, 自己不太喜欢去坐过山车, 因为太吓人了, 碰碰车, 旋转木马每次必去"
394,小香煎,2019-11-07,"选了个淡季的周中, 人很少, 基本上喜欢的项目都做了好几次, 过山车很刺激, 晚到关门, 最后坐过山车都没感觉了, 喜欢, 希望下次有机会再来"
395,小香煎,2019-11-07,"选了个淡季的周中, 人很少, 基本上喜欢的项目都做了好几次, 过山车很刺激, 晚到关门, 最后坐过山车都没感觉了, 喜欢, 希望下次有机会再来"
396,m31****845,2019-11-03,"玩的很爽, 过山车很刺激, 尤其垂直过山车, 大摆锤坐上去很有感觉, 中午吃饭有些贵, 关键是不好吃, 这个价格高铁的饭好吃多了, 儿童项目不错"
397,you55,2020-01-03,"广州长隆欢乐世界还是很不错的, 现在门票更优惠了哦"
398,139****6152,2019-12-24,"月小童面前, 两个大人买了携程的情侣票, 很划算, 取票也很方便, 门口的自助取票机分分钟就换好票了, 淡季去的好处就是什么都不用排队"
399,哈哈梅西,2019-11-23,"非常不错的游乐园, 很多刺激的项目, 过山车特别多"
400,欧少8,2019-11-22,"优惠方便快捷, 已经是第二次去长隆欢乐世界了, 孩子们玩得很开心, 虽然有些游戏孩子都不敢玩, 但是依旧不会影响玩乐体验, 下次有时间还来"
401,欧少8,2019-11-22,"优惠方便快捷, 已经是第二次去长隆欢乐世界了, 孩子们玩得很开心, 虽然有些游戏孩子都不敢玩, 但是依旧不会影响玩乐体验, 下次有时间还来"
402,欧少8,2019-11-22,"优惠方便快捷, 已经是第二次去长隆欢乐世界了, 孩子们玩得很开心, 虽然有些游戏孩子都不敢玩, 但是依旧不会影响玩乐体验, 下次有时间还来"
403,Wendyrui,2019-11-05,"超方便的, 买的是长隆万圣节的门票, 也没有差价那些, 超级好, 长隆也很好玩, 很喜欢, 下次还是会在携程买, 出票也很快, 这次玩得超级开心"
404,M22****584,2020-02-09,非常好
405,205****198,2020-01-21,"可以玩的很多, 大朋友, 小朋友都很开心, 快过年了, 人不是特别多, 很快排队就到了"
406,M30****313,2020-01-08,"园区规划布局合理, 设施完善, 服务理念人性化, 有休闲娱乐的小飞机, 也有惊险刺激过山车, 适合全年龄段的朋友, 开心玩上一整天, 超棒"
407,PPS360,2019-12-13,"很好玩, 很刺激, 摩托过山车, 垂直过山车很吓人"
408,Gary,2019-11-25,"好玩, 去过好多次了, 每次去都有新东西, 真心不错"
409,走哪算哪1,2019-11-16,"是在春天的工作日去的, 排队的人还是有点多, 花了, 多买了快速通道票, 基本上大半天都玩好了, 过山车比较多, 最好能提前备好雨衣"
410,anggi7966,2019-11-09,"园区很大, 光过山车就有七八个的样子, 人流也很大, 想玩的东西太多, 有些设施人太多, 看看那个队伍就想退缩, 还好有些设施人还是少的"
411,李维勋,2019-11-03,"过年期间去超级值得去, 一天都可以很爽"
412,HJPink,2019-10-31,"挺有氛围的, 每年都去, 这个主题长隆确实办的好"
413,_WeCh****557567,2020-01-29,好玩
414,harbor,2020-01-10,"玩的项目很多, 带孩子来玩不错, 全玩遍得感觉至少要个三四天天才行, 来这玩的, 很多都是外地慕名而来的, 所以酒店就订景区的就挺好"
415,sweetll,2020-01-07,很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好
416,牛腻元,2019-12-16,"很值得去, 就是门票太贵, 而且检察包, 不带食物"
417,136****0287,2019-11-14,"适合带小朋友去, 不过要注意有些项目有身高要求, 暑假里, 中午可以躲进室内项目, 有空调, 玩玩, 或者看看表演, 顺便避暑, 劳逸结合"
418,136****0287,2019-11-14,"适合带小朋友去, 不过要注意有些项目有身高要求, 暑假里, 中午可以躲进室内项目, 有空调, 玩玩, 或者看看表演, 顺便避暑, 劳逸结合"
419,M39****597,2020-01-28,"超棒, 很喜欢, 很开心暑假有机会来长隆玩耍, 和朋友一起的时光美妙而短暂, 希望下次可以再去一趟飞鸟乐园, 还是很喜欢小动物的嘻嘻"
420,y5202,2019-11-18,"想放松一下自己, 就去长隆欢乐世界玩上一天"
421,_qcs1****9961,2019-11-12,"携程订门票很方便, 景区直接能用, 最重要一点, 随时开票, 对公司团建来说, 报销很方便, 反正现在酒店机票用车都在携程, 快速便捷"
422,骑着小猪看夕阳,2019-11-08,"非常的好, 真的真的非常的刺激, 和老婆玩的很开心, 真的挺不错的, 我就是好久没去了, 这次和老婆去一次, 鬼屋很吓人, 好多好多人"
423,吖一b,2019-11-07,"万圣节, 很好玩, 晚上也人多, 热闹, 鬼屋也很好玩, 明天再过来玩, 和着朋友们一起过来, 非常好, 非常好, 非常好, 非常好, 非常好"
424,_WeCh****790204,2019-11-02,"欢乐世界, 水世界, 有点大, 找来找去不好找, 娃最后喜欢沙滩, 沙滩玩了好一会"
425,M56****362,2020-01-12,"孩子很喜欢玩啊, 建议两到三天的游玩时间, 因为实在很大, 孩子能玩的也比较多, 亲子游很推荐, 垂直过山车很激情, 好怕怕呀, 推荐"
426,Carmen_Lu,2020-01-05,"长隆欢乐世界, 出名的游乐园, 游戏种类超多"
427,_WeCh****291918,2020-01-01,"超级惊险刺激, 每年都会去, 希望项目越出越"
428,-旧人不覆丶良人未归°,2019-12-19,"游乐项目很刺激, 就是男朋友胆小陪玩不了"
429,_kong_kong,2019-11-29,"景区超级好玩, 机动游戏超刺激, 下次还来"
430,M43****123,2019-11-09,"玩的项目都很刺激, 如果小孩小很多项目受限, 小孩, 以上基本上都可以玩了, 项目很多也很惊险刺激, 胆气大的这里是不错的选择"
431,M13****315,2019-11-01,"交通便利, 周边美食也很丰富, 房间更是棒棒哒, 不仅有油盐酱醋, 还有准备了洗衣液, 沐浴露和洗发水竟然都是平时自己用的牌子, 超贴心, 房东更是很热情介绍攻略, 很愉快的一次住宿体验, 下次来还选你家, 玩了一天太累了没有拍房间照片"
432,M56****767,2019-11-01,"我是万圣节活动的时候去的, 我那天四点到, 从北门进去的, 玩一个十环过山车用了一个小时, 诅咒之屋和木偶大师都是半小时一个, 之后的不敢玩了, 然后八点去水上乐园看电音节, 九点半排一个家庭版的过山车, 突然佩服小朋友的胆量"
433,_WeCh****641894,2019-10-29,"老刺激了, 老好玩了, 景色, 很多顶尖的游玩设施, 也有许多地方卖吃的, 一天都玩不完, 玩的就是心跳的感觉, 趣味, 应该快到万圣节, 有很多活动, 许多小哥哥小姐姐扮鬼, 晚上还有蹦迪, 挺好玩的, 性价比, 可以玩一天, 就是人太多了, 老多人排队了, 排队就要等很长时间, 玩不了几个游戏, 不过最近搞活动价钱还可以"
434,哈喽168,2020-01-26,"玩的项目不少, 环境不错, 整体感觉还满意"
435,zythit,2020-01-24,"孩子玩的特别开心, 人少, 不怎么用排队"
436,hu****98,2020-01-10,"地方挺大的, 对小朋友很友好, 身高限制低"
437,y5202,2020-01-11,和好朋友一起去长隆欢乐世界嗨起来吧
438,eagera,2019-11-23,"很赞, 绝对是国内最棒的综合体游乐园"
439,288****122,2019-11-14,还可以这个地方适合和一帮朋友一起去玩
440,M46****165,2019-11-07,"好, 没有去过的人, 值得一去, 太大了"
441,YL沐晴,2020-01-15,"女儿去开心的地方, 票很方便就拿到了"
442,62****507,2020-01-14,"排队时间都不长, 项目也很多, 挺好的"
443,洁洁宝彤,2019-12-19,"好好玩的地方, 女儿喜欢去, 下次还去"
444,雨后梨花,2019-11-18,"附近最大的水上乐园, 夏天非常热闹"
445,205****931,2020-01-20,"不错不错, 刺激的和不刺激的都有"
446,M23****892,2020-01-15,"挺好的, 和珠海长隆有着不同的特色"
447,fengwang1975,2020-01-13,"蛮好玩的游乐园, 很适合亲子活动"
448,M53****715,2020-01-08,"垂直过山车一定要玩, 真的够刺激的"
449,_WeCh****80426,2019-12-03,还真的挺好挺不错的我就想凑个字数
450,103****618,2019-11-27,"门票好贵, 不能自带食物, 不划算"
451,滨海布洛涅床兀儿,2019-11-17,"好玩, 真好玩, 时候带娃, 惊险刺激"
452,_WeCh****790204,2019-11-02,"欢乐世界水世界, 太大了, 找来找去找不到, 娃最喜欢沙滩, 最后沙滩玩了一下午"
453,harbor,2020-01-04,"挺好玩的, 和上海迪士尼差不多"
454,258****432,2019-12-29,"孩子的欢乐世界, 特别适合亲子游"
455,134****0825,2019-11-13,"小孩子非常喜欢这里, 玩的很开心"
456,dudumm,2019-11-08,"虽好玩, 但是节假日人特别的多"
457,海燕,2020-01-23,"真心不错, 一分钱一分货, 不是在做广告, 门票贵有贵的理由, 园里所有表演都很好看, 而且都是外国人表演, 值得拥有"
458,PS7ISY,2020-01-03,"挺好玩的, 非常完美, 买的套票, 这个游点非常棒, 一行, 人玩的不亦乐乎"
459,Fit过NewYork,2019-12-25,"有玩体验佳, 很喜欢长隆, 去过很多很多次了, 觉得长隆很好玩游玩得很开心"
460,298****389,2019-11-27,"酒店很不错, 位置很好, 干净卫生, 离要办事的地方也很近, 早餐很棒, 很丰富, 房间安静, 性价比很高, 下次还会选择"
461,108****935,2019-12-19,"设施不错, 小朋友玩的好开心"
462,M36****3960,2019-11-16,"演出和游戏设施很多, 一天有点不够用, 根据自己的需求合理安排, 几个有特色的过山车太刺激了, 实景演出效果很好"
463,M37****6590,2020-01-14,
464,Azazel梓楠,2019-12-01,"欢乐谷很女朋友去的, 挺好玩的, 那天刚好毛毛雨, 垂直过山车没什么人玩, 我们连着坐了, 次哈哈哈后面都无感了"
465,_WeCh****427769,2019-11-26,"还不错, 就是人特别的多, 下次还会去, 但不会再这么多人的时候再去了"
466,M36****1819,2019-11-20,"每位工作人员都很热情, 里面的节目都很精彩, 孩子玩的很开心, 超值"
467,_CFT0****6759,2020-01-16,"刚刚好的天气, 刚好人不多, 一天几乎玩完了所有想玩项目, 太赞了"
468,_CFT0****6759,2020-01-16,"刚刚好的天气, 刚好人不多, 一天几乎玩完了所有想玩项目, 太赞了"
469,M23****3326,2020-01-14,"过山车非常刺激, 好评"
470,M24****3287,2019-11-24,"一早去的, 坐了各种过山车, 早上排队不多, 垂直过山车不错, 火箭过山车, 没有缓冲就直接开始飞"
471,东安高适,2020-01-15,小朋友玩的很开心
472,M25****1592,2019-12-18,火箭过山车太刺激
473,asdf809665,2019-12-02,"好玩啊, 刺激啊"
474,M22****9903,2019-10-30,随便发七个字吧
475,东安高适,2020-01-15,小朋友很开心
476,赖阿肥,2020-01-15,好很好非常好
477,M37****6590,2020-01-14,
478,LibraC,2020-01-14,方便快捷便宜
479,熊罴之士,2019-12-15,非常棒的体验
480,后会无期,2020-01-15,"好玩, 刺激"
481,戴小胖丶,2020-01-15,不错的选择
482,戴小胖丶,2020-01-15,不错的选择
483,戴小胖丶,2020-01-15,不错的体验
484,樊大校,2019-11-27,好玩可以的
485,佩琪ov,2019-11-19,非常好玩
486,M29****3482,2019-11-11,"热闹, 好玩, 刺激, 服务人员都很有礼貌, 规划合理, 很人性化, 米以下儿童玩的相对少一些"
487,艾达-,2019-10-31,"买的夜场的门票, 去参加万圣节活动, 装扮得很真, 很好玩, 垂直过山车太刺激了, 很早就可以入园了, 还有免费帮忙化妆和付钱化妆的摊位"
488,M25****7298,2019-12-16,开心开心
489,夜风123,2019-12-25,"挺好玩的, 不建议节假日游玩, 人贼多, 排队要很久, 里面零食饮料很贵, 建议自己带点水果饮料"
490,M22****2385,2019-11-05,"挺好玩的, 有些设备比较老旧, 有些项目还是很刺激的, 新老交汇, 就是周末人多, 排队好久"
491,M22****1915,2019-12-29,"好玩, 孩子非常喜欢, 期待不久还能来玩, 特别是创极速光轮和飞跃地平线是孩子最喜欢玩的"
492,_WeCh****844633,2019-12-25,"还是比较适合十几岁的孩子或者大人去, 我家孩子岁数小, 胆子也小, 没玩什么项目就出来了"
493,320****086,2019-11-18,"虽然和其他地方大同小异, 但是小娱乐节目不断, 米以下孩童节目也不少, 不错的体验"
494,m70****81,2020-01-16,"老公带孩子去的, 早早的就进去了, 人不太多, 把每个项目都玩了个遍, 不用排队, 很轻松"
495,公主的出游日记,2020-01-16,"很好哦哦哦哦哦哦哦哦非常棒的体验, 方便快捷, 朋友都是十分满意"
496,M26****226,2020-01-13,"超级超级好晚, 啊啊啊啊啊啊啊啊"
497,M31****0367,2020-01-10,"太刺激了吧, 垂直过山车, 火箭过山车, 大摆锤, 跳楼机, 这个顺序刺激啊, 失重感很强"
498,M29****7156,2019-12-01,"好玩, 但人太多机动游戏不可能玩得了, 排队两小时, 玩耍五分钟, 主要是体验节日气氛"
499,M22****2385,2019-11-05,"挺好玩的, 有些设备比较老旧, 有些项目还是很刺激的, 新老交汇, 周末人多, 排队好久"
