,旅游者类型,昵称,时间,日期
132,独自旅游,风中摇曳的小灰尘,2017-02-20,"这次来广州游玩, 正好朋友们都推荐来长隆野生动物园玩一下, 他们都去过, 觉得是不错的一个游玩景点, 我们去的时候是上午十点左右, 人很多, 里面的野生动物也是状态不错, 不像是有些动物园, 那样有点慵懒和脏兮兮的, 总体来说还是很不错的, 值得一逛, 尤其是里面的剧场表演也是不要错过"
133,独自旅游,玄小草,2016-12-30,"虽然人特别多, 门票也不便宜, 但是是很值得来一次的地方, 园子内的规划很好, 可以和动物们亲密接触, 工作人员的服务也特别好"
134,独自旅游,娜娜,2016-08-31,"特別满意的一次旅行, 酒店特别有特色, 动物种类多, 种群大, 晚上的大马戏超赞"
135,独自旅游,cheung81_平,2016-06-25,"可以带孩子去玩, 作为一个成年人, 我不觉得有什么特色, 和很多其他城市的动物园没太大区别"
136,独自旅游,beverlyyu,2016-06-21,"坐小火车的区域是精华, 推荐, 不能错过, 火车讲解员的普通话水平, 其他区域的动物也不错, 算是开眼界了, 就是门票有点点贵"
137,独自旅游,288****175,2016-04-29,"这里是中国最大的动物园, 还有中国唯一的考拉动物园, 里面非常的大, 稀有的动物非常多, 逛一天非常累, 但是里面的消费很高, 一个人吃个饭就要六十多块, 门票也要一百多, 但是当你进去之后见到那么多的动物, 你就会觉得一切什么都是值得的, 很开心"
138,独自旅游,涛哥,2016-03-23,"玩还是好玩, 就是排队时间长了, 有什么好玩又不要排队的地方吗"
139,独自旅游,zhen****109,2016-02-25,"一个很大的野生动物园, 一天下来, 跟本逛不完, 小朋友开心极了, 一定要去看表演, 第一次看到了大象表演, 真开眼了"
140,独自旅游,138****3432,2016-02-19,"四十分钟的车程后, 进入步行区观赏, 里都是绿色植物, 所有没感觉那么热, 需要注意的是入园前给宝贝们喷防蚊液"
141,独自旅游,203****855,2016-02-17,"很适合带小朋友去玩玩, 开园, 建议提前十分钟到达北门售票窗口将电子票换成纸质票, 然后排队等候入园, 就是餐饮价格比较不实惠, 吃个饭都要五六十块, 还不能带零食, 进来的时候要检查包包, 这个好像不太好"
142,独自旅游,斯蒂芬斯本杰明,2016-02-12,"游玩好去处, 喜欢刺激过山车的可选择"
143,独自旅游,288****248,2016-02-06,"长隆野生动物世界这个地方挺有趣的, 我带着我的小外甥一起去玩耍, 小外甥玩得很开心, 这有许许多多的动物, 也让我们看到另外一个世界"
144,独自旅游,ffyyjjll,2016-02-03,"很适合带老人和小孩去游玩, 里面的动物很有趣, 而且门票也不贵, 动物园有班车从地铁站循环接送, 特别赞的是工作人员都会特别热情, 会主动给你介绍动物的知识, 小朋友们能有机会认识好多动物朋友哦, 值得推荐去"
145,独自旅游,118****445,2016-01-08,"野生动物园太棒了, 鳄鱼公园也不错, 带着孩子值得一去"
146,独自旅游,M15****763,2015-12-09,"一定要过来长隆玩, 很精彩的旅行, 晚上的马戏表演超级精彩"
147,独自旅游,狮涵,2015-09-19,"小时候很爱去的地方, 长大了再去就没什么新奇的感觉了, 现在比较爱去欢乐世界, 动物园还是适合小朋友"
148,独自旅游,rus****lch,2015-08-30,"跟一家法国的朋友一起游, 慕名而来, 亚洲最大的动物园, 叫长隆, 不叫, 还有很多世界之最, 苦了我, 已经逛了, 次, 从学生时代, 我都快成长隆的动物了"
149,独自旅游,迎风飞舞,2015-08-27,"第一次到这么大型的动物乐园, 动物种类多, 表演精彩, 值得推荐"
150,商务,M26****2987,2018-04-13,"休闲会所, 场坐车里面树很多, 完全不用担心太阳晒的问题, 转, 到了, 同号"
151,商务,万象归尘,2017-12-22,"住了很多次了, 挺好的"
152,商务,猫猫爪印,2014-10-13,"可以自驾进入园区或乘坐小火车, 自驾进入还需要买车子的通行票, 除了远观那些比较大型的野生动物之外, 也可以走步行道跟小的野生动物近距离接触"
153,商务,maoz****jian,2017-02-08,"期待去一次这个动物园, 看看表演, 放松下, 很享受的"
154,商务,啊坤,2016-05-24,"总体来说还不错, 景色很好, 趣味很好, 性价比也不错, 超值, 必去之地"
155,商务,E19****573,2016-02-28,"因为考虑到动物健康, 景区是严禁投喂动物的, 因为园区比较原生态, 难免会有些蚊虫, 可备一些药膏防虫或止痒的, 一般小雨不影响动物观赏, 如果大雨, 雷暴雨等恶劣天气, 部分户外表演会延迟或暂停, 具体以当天园区的公告为准, 长隆野生动物世界游客服务中心有行李寄存服务, 是属于收费服务, 一般可以租用寄存柜, 如果特大或贵重物品可联系客服中心作人工寄存, 具体项目, 价格以园区公告为准"
156,商务,harry,2015-11-15,"位置还是很好的, 紧挨着暨南大学, 对面是马场, 里面很多吃饭的地方, 酒店就在国防大厦这栋楼里, 房间面积不小, 但是门的密封效果不好, 晚上稍微有点漏光, 还有就是这个价格的酒店, 居然没有浴袍, 有点让人失望, 早点品种比较少, 价格为, 元, 人, 位置还是很好的, 紧挨着暨南大学, 对面是马场, 里面很多吃饭的地方, 酒店就在国防大厦这栋楼里, 房间面积不小, 但是门的密封效果不好, 晚上稍微有点漏光, 还有就是这个价格的酒店, 居然没有浴袍, 有点让人失望, 早点品种比较少, 价格为, 元, 人, 位置还是很好的, 紧挨着暨南大学, 对面是马场, 里面很多吃饭的地方, 酒店就在国防大厦这栋楼里, 房间面积不小, 但是门的密封效果不好, 晚上稍微有点漏光, 还有就是这个价格的酒店, 居然没有浴袍, 有点让人失望, 早点品种比较少, 价格为, 元, 人, 位置还是很好的, 紧挨着暨南大学, 对面是马场, 里面很多吃饭的地方, 酒店就在国防大厦这栋楼里, 房间面积不小, 但是门的密封效果不好, 晚上稍微有点漏光, 还有就是这个价格的酒店, 居然没有浴袍, 有点让人失望, 早点品种比较少, 价格为, 元, 人, 位置还是很好的, 紧挨着暨南大学, 对面是马场, 里面很多吃饭的地方, 酒店就在国防大厦这栋楼里, 房间面积不小, 但是门的密封效果不好, 晚上稍微有点漏光, 还有就是这个价格的酒店, 居然没有浴袍, 有点让人失望, 早点品种比较少, 价格为, 元, 人, 位置还是很好的, 紧挨着暨南大学, 对面是马场, 里面很多吃饭的地方, 酒店就在国防大厦这栋楼里, 房间面积不小, 但是门的密封效果不好, 晚上稍微有点漏光, 还有就是这个价格的酒店, 居然没有浴袍, 有点让人失望, 早点品种比较少, 价格为, 元, 人, 位置还是很好的, 紧挨着暨南大学, 对面是马场, 里面很多吃饭的地方, 酒店就在国防大厦这栋楼里, 房间面积不小, 但是门的密封效果不好, 晚上稍微有点漏光, 还有就是这个价格的酒店, 居然没有浴袍, 有点让人失望, 早点品种比较少, 价格为, 元, 人, 位置还是很好的, 紧挨着暨南大学, 对面是马场, 里面很多吃饭的地方, 酒店就在国防大厦这栋楼里, 房间面积不小, 但是门的密封效果不好, 晚上稍微有点漏光, 还有就是这个价格的酒店, 居然没有浴袍, 有点让人失望, 早点品种比较少, 价格为, 元, 人, 位置还是很好的, 紧挨着暨南大学, 对面是马场, 里面很多吃饭的地方, 酒店就在国防大厦这栋楼里, 房间面积不小, 但是门的密封效果不好, 晚上稍微有点漏光, 还有就是这个价格的酒店"
157,商务,300****539,2015-11-02,"很好的地方, 建议早一点去因为需要不少时间看完公园"
158,商务,吃了一顿又一顿,2015-08-09,"游玩的内容很丰富, 大人, 老人, 小孩都适合"
159,商务,A掂过碌蔗,2015-08-04,"动物园真的很大, 可以逛很久, 进去有小火车坐, 景色也很美, 动物们都很可爱"
160,商务,喜格,2015-07-15,"排队人太多, 好多项目很刺激, 胆子大的喜欢刺激的人可以挑战一下自己"
161,商务,skylingyun,2015-07-14,"造的是不错, 但人山人海, 性价比是真的查了些"
162,商务,_wb1****082,2015-07-11,"孩子最喜欢看这里的动物了, 他都不想走了"
163,商务,M21****807,2015-07-08,"因为是十月一号去的, 自驾游有点小贵, 不过也还值得"
164,商务,118****456,2015-05-04,"太棒了, 感觉自己回到童年的趣真, 美好的回忆"
165,商务,_CFT01****8330272,2015-03-29,"长隆野生动物世界真的是太美了, 有很多很稀少的动物, 环境也是很好的呢"
166,商务,_CFT01****8351549,2015-03-27,"长隆野生动物世界, 是间很大的动物, 里面的环境真的是很好的呢"
167,商务,FX276,2015-03-03,"有点旧, 在广东可是第一家看这么多动物, 停留了好久足足一天, 里面吃饭不方便, 动物表演场次多一定要看"
168,商务,_CFT01****8330272,2015-02-22,"广州长隆野生动物世界, 应该是全中国, 最干净的动物园了, 也是动物住的最舒服的地方了"
169,商务,159****2345,2015-01-01,"酒店不错, 消费价格有点高, 饭菜不太适合北方人"
170,商务,M13****083,2014-11-22,"挺好的, 旅游好去处, 值得一游, 强烈推荐, 真的不错"
171,商务,eric19831983,2014-11-20,"不错, 很大, 有考拉可以看, 还是, 月前去好, 热点玩什么都可以, 特别是戏水, 最好住在园区, 玩两天"
172,商务,acay,2014-07-27,"那里的动物是目前为止我见过的最多种类和数量的地方, 而且那些动物我们能近距离亲近, 像自己养得宠物"
173,商务,阿笨星,2014-05-13,"园区很大, 可以徒步游览, 也有乘车游览的区域, 可以和白虎合照, 可以投喂动物, 还定时有动物表演, 很棒的一个动物园, 最难得的是这里有考拉, 这在中国的动物园里大概仅此一家吧"
174,商务,猫猫爪印,2014-05-01,"分为机动车区, 步行区, 方便自驾的游客, 也是孩子的天堂, 动物很多, 如果有时间的话可以找个附近的酒店玩上, 天, 就是门票价格略高"
175,商务,sandy900,2014-04-02,"我们一家人周末来到长隆野生动物世界, 里面动物种类很多, 我们玩得很开心, 而且用餐环境也不错, 就是有点小贵"
176,商务,M13****083,2014-11-22,"挺好的, 旅游好去处, 值得一游, 强烈推荐, 真的不错"
177,商务,eric19831983,2014-11-20,"不错, 很大, 有考拉可以看, 还是, 月前去好, 热点玩什么都可以, 特别是戏水, 最好住在园区, 玩两天"
178,商务,acay,2014-07-27,"那里的动物是目前为止我见过的最多种类和数量的地方, 而且那些动物我们能近距离亲近, 像自己养得宠物"
179,商务,阿笨星,2014-05-13,"园区很大, 可以徒步游览, 也有乘车游览的区域, 可以和白虎合照, 可以投喂动物, 还定时有动物表演, 很棒的一个动物园, 最难得的是这里有考拉, 这在中国的动物园里大概仅此一家吧"
180,商务,猫猫爪印,2014-05-01,"分为机动车区, 步行区, 方便自驾的游客, 也是孩子的天堂, 动物很多, 如果有时间的话可以找个附近的酒店玩上, 天, 就是门票价格略高"
181,商务,sandy900,2014-04-02,"我们一家人周末来到长隆野生动物世界, 里面动物种类很多, 我们玩得很开心, 而且用餐环境也不错, 就是有点小贵"
182,商务,M13****083,2014-11-22,"挺好的, 旅游好去处, 值得一游, 强烈推荐, 真的不错"
183,商务,eric19831983,2014-11-20,"不错, 很大, 有考拉可以看, 还是, 月前去好, 热点玩什么都可以, 特别是戏水, 最好住在园区, 玩两天"
184,商务,acay,2014-07-27,"那里的动物是目前为止我见过的最多种类和数量的地方, 而且那些动物我们能近距离亲近, 像自己养得宠物"
185,商务,阿笨星,2014-05-13,"园区很大, 可以徒步游览, 也有乘车游览的区域, 可以和白虎合照, 可以投喂动物, 还定时有动物表演, 很棒的一个动物园, 最难得的是这里有考拉, 这在中国的动物园里大概仅此一家吧"
186,商务,猫猫爪印,2014-05-01,"分为机动车区, 步行区, 方便自驾的游客, 也是孩子的天堂, 动物很多, 如果有时间的话可以找个附近的酒店玩上, 天, 就是门票价格略高"
187,商务,sandy900,2014-04-02,"我们一家人周末来到长隆野生动物世界, 里面动物种类很多, 我们玩得很开心, 而且用餐环境也不错, 就是有点小贵"
188,好友,320****957,2015-03-13,"月, 号女生半价, 特地一大早从深圳北坐高铁过去, 广州南再到景区也就, 分钟左右, 有公交直达, 门口有各大景区的接驳车, 很方便, 我就用了一天时间逛动物园, 北门进去的, 先坐小火车游览一圈, 小火车基本不停, 所以不方便拍照, 有条件的朋友自己开车过去, 不过要收费, 元, 车, 具体价格记不太清楚了, 就在这个区间, 进入景区以后先拿一张地图, 里面有四场表演, 看动物的同时安排好时间, 基本上每一场都能看到, 我这次主要是奔着长劲鹿去的, 所以在那待时的时间比较长, 以至于后来差点错过了大象剧场的表演"
189,好友,M66****03,2014-11-15,"园区很大, 不同于广州动物园, 动物品种非常多, 真正的不出国门就能看到这么多其他的园国家的动物, 里面最大特色就是乘车游览区了, 看着动物从身边走过, 那种贴近自然的感觉很舒服, 最近还有全球首例的熊猫三胞胎, 不过门票要, 元, 还是算贵了"
190,好友,_WeCh****19193,2015-04-21,"开园时间是, 我们是早上十点半左右到的, 下午五点走的, 逛完了整个长隆野生动物园, 走得很累, 里面买东西很贵, 因为是自己去的除了水什么都不敢买, 唯一能摸到的就是一条小蛇, 有给动物投喂的点, 可以喂猴子, 长颈鹿, 大象什么的, 价钱一般, 动物馆内会普及许多知识, 在游玩之余还可以学到很多东西"
191,好友,耶路撒冷的牛牛,2017-07-06,"好经典啊, 环境比广州动物园好, 价钱当然贵点, 但系可以领略更多动物风采, 适合全家旅游, 小朋友科普"
192,好友,埃弗勒斯,2017-02-15,"避开了周末周一去基本人不多, 开始的时候等小火车等了, 分钟, 还可以接受, 在散养区可以近距离接触小动物, 但是有条件的也是建议自驾车进去慢慢拍照"
193,好友,M36****254,2017-02-12,"自从去了长隆, 我现在已经不去其他动物园了, 感觉挺好的"
194,好友,无疆行,2016-10-31,"广州长隆是小孩夏令营去的地方, 也是小孩第一次和我们分别, 不过也是种锻炼, 回来小孩很兴奋, 说了好几天长隆的野生动物, 尤其是鳄鱼太可怕, 还有同学在一起的点点滴滴, 真是个好地方"
195,好友,300****871,2016-01-18,"非常值得一游, 由于出游时刚下过大雨, 整日感觉都像是行走在大森林一样, 雾蒙蒙"
196,好友,M18****126,2015-12-21,"除了真的太大了, 东西有点贵外都很棒啦动物多人也亲切"
197,好友,兄弟狼涛,2015-09-03,我好玩相信下次会红红火火在世世代代都是得到的
198,好友,_CFT01****3961032,2015-08-30,"感觉很好, 好玩的地方很多非常愉快的一次, 有机会再来"
199,好友,300****719,2015-08-09,"很生动的, 喜欢, 时间太紧张了, 没玩好, 下次再去"
200,好友,wang5384930,2015-08-09,"动物种类蛮多, 没能仔细看看狮子是最大遗憾啊"
201,好友,生死不离,2015-08-08,"不错, 就是不要假期的时候去, 假期时候去人太多了"
202,好友,136****3706,2015-08-08,"大摆锤不错, 过山车也不错, 很多好玩, 值得大家去玩"
203,好友,_WeCh****49067,2015-07-14,"好多可爱的动物, 有些从来没有见过, 大开眼界"
204,好友,_wb1****082,2015-07-10,"里面看到了好多可爱的小动物, 大动物, 还喂了东西给他们吃"
205,好友,先知,2015-07-02,"最好是带小朋友来, 自驾也不错, 地铁方便, 有免费的穿梭巴士"
206,好友,FX276,2015-06-15,"华南地区最完整的动物园, 一天还玩不够, 各场馆的表演多得很, 看不完"
207,好友,136****1178,2015-04-22,"太好玩了, 就是走的太累了, 人超多, 有些地方挤不上去"
208,好友,tpx4968,2015-04-06,"广州值得一去的地方, 很大, 能玩一整天, 里面有几个动物剧场都是定时表演的, 很有意思, 一定不要错过, 一天时间要逛完园区的话能看两个表演就不错了, 上午十点开始就有表演, 隔一个小时有一场, 建议进去就看好时间地图, 先去看了再慢慢逛, 要提前半小时入场, 最后十分钟都没座了节假日, 还有靠近北门入口处的乘车游览区也不要错过, 坐着小火车跟动物近距离接触的感觉还是很不错的, 节假日不推荐自驾游, 车太多, 会在里面堵很久"
209,好友,yxn****3210,2015-04-05,"带着孩子来更有趣, 也很方便, 就是自助餐性价比不高"
210,好友,空空空,2015-04-03,"动物园早上九点半开园, 从长隆酒店出发, 免费巴士一站到达南门, 验包, 因为不给带吃的进去, 不过要是放在身上是没有任何问题的, 验票, 留指纹, 因为买的动物园, 大马戏连票, 晚上去大马戏要验指纹的, 进门先看演出表, 周六日会有加场演出, 所以, 上午, 先搞定花果山剧场, 河马剧场和大象剧场, 下午去坐小火车游览, 顺道休息下"
211,好友,M17****233,2015-03-28,"国内应该是品质最多动物园, 还有火车坐去看动物, 真的很赞, 最好不要节日去, 人太多了"
212,好友,空空空,2015-03-21,"周围都围绕着可爱的小动物, 还可以买园区指定的食物喂动物哦, 最最可爱的是长颈鹿, 很馋, 申头向游客要吃的, 园区内有动物表演, 但都是有时间段的, 所以要计划好路线, 不然就会错过咯"
213,好友,伊萨卡岛刘细君,2015-02-16,"有很多节目, 很多野生动物, 管理感觉很专业"
214,好友,_CFT01****7709589,2014-12-26,"里默默无闻言说了, 华丽丽了听咯大家突破呢"
215,好友,游游女神,2014-11-22,"长隆的动物世界是华南地区最棒的, 广州动物园跟他一比就下去了, 这里有很多珍惜动物, 而且园区养得他们都很健康漂亮, 比起其他国营的动物园病怏怏的动物, 这里的动物活跃多了, 喂长颈鹿是最好玩的, 元一把可以让小孩体验一下喂食动物的感觉"
216,好友,爱上717,2014-11-08,"食品和饮料等都不可以带进园区, 在入园前都会进行检查, 园区内都有不同特色的主题餐厅可以选择, 价格比外面偏贵, 但可以接受"
217,好友,bbxdbb,2014-11-06,"景点门票有点贵, 这个季节去玩没意思, 我不太喜欢"
218,好友,上海音然,2014-10-23,"步行区里, 是自由漫走, 自行选择观赏各国珍稀动物, 还有看精彩的动物演出, 不错的地方, 推荐一下"
219,好友,M12****339,2014-10-21,"园区很大, 还很没有走完了就天黑了, 最值得去看是坐园区里的小火车观光, 还可以自己开车进去游览, 很不错"
220,好友,新鑫123,2014-10-16,"步行区里, 是自由漫走, 自行选择观赏各国珍稀动物, 还有看精彩的动物演出, 不错的地方, 推荐一下"
221,好友,136****4230,2014-10-13,"步行区里, 是自由漫走, 自行选择观赏各国珍稀动物, 还有看精彩的动物演出, 这里适合带着孩子过来"
222,好友,e20****92,2014-09-09,"是世界性的动物园, 动物种类很多, 表演也很精彩, 值得去看哦"
223,好友,i游走的虎,2014-07-03,"一个充满乐趣的地方, 一个人与自然, 动物亲密接触的地方, 一个充满了欢声笑语的地方, 一个令人回味无穷的地方"
224,好友,蓝颜-And知己,2014-04-04,"进动物园就是来看野生动物的, 非常喜欢里面动物的憨厚, 嘿嘿, 恨不得偷偷抱一个回去养着, 只是这是不可能的, 哎"
225,好友,上海音然,2014-10-23,"步行区里, 是自由漫走, 自行选择观赏各国珍稀动物, 还有看精彩的动物演出, 不错的地方, 推荐一下"
226,好友,M12****339,2014-10-21,"园区很大, 还很没有走完了就天黑了, 最值得去看是坐园区里的小火车观光, 还可以自己开车进去游览, 很不错"
227,好友,新鑫123,2014-10-16,"步行区里, 是自由漫走, 自行选择观赏各国珍稀动物, 还有看精彩的动物演出, 不错的地方, 推荐一下"
228,好友,136****4230,2014-10-13,"步行区里, 是自由漫走, 自行选择观赏各国珍稀动物, 还有看精彩的动物演出, 这里适合带着孩子过来"
229,好友,e20****92,2014-09-09,"是世界性的动物园, 动物种类很多, 表演也很精彩, 值得去看哦"
230,好友,i游走的虎,2014-07-03,"一个充满乐趣的地方, 一个人与自然, 动物亲密接触的地方, 一个充满了欢声笑语的地方, 一个令人回味无穷的地方"
231,好友,蓝颜-And知己,2014-04-04,"进动物园就是来看野生动物的, 非常喜欢里面动物的憨厚, 嘿嘿, 恨不得偷偷抱一个回去养着, 只是这是不可能的, 哎"
