,昵称,时间,评论
283,117****570,2019/8/5,"旅游了半辈子, 去过马尔代夫, 迪拜, 希腊, 也去过新疆, 青海, 云南, 从来没见过长隆那么混乱的管理, 多一晚的酒店, 硬生生弄的和菜市场一样, 进了酒店大厅没有迎宾饮料, 水也被拿光了, 去跟服务员要水人家还不给, 说要知道房间号, 拿房卡, 说要等到三点以后, 我一共订了三个房间, 只有一间是三点前入住的, 其他两间到了下午, 点半才打扫完, 整个过程毫无歉意, 房间是连住两天, 结果只过了一天房卡就不能用了, 被告知要去前台刷新, 来到前台说是卡没有了磁性, 是小概率事件, 可是我明明看到旁边一个人也是在刷新房卡, 后来回到房间问我另外两个朋友的房卡情况, 原来三间房间的房卡都无法正常使用, 这就是酒店说的小概率事件, 走的前一天晚上打电话问去机场是否要提前买好巴士票, 被告知不用提前买, 只需要去上车点买票即可, 结果, 点到车站说这趟车没位子了, 需要等下班车, 负责班车调度的人说可能是接电话的人是新来的, 不清楚情况, 这可是五星级酒店啊, 多一晚的房间活生生住出了乞丐的感觉, 再要说说长隆这边的消费, 酒店的气球要买, 酒店泳池的箱子要租, 酒店的泳池的充气圈要租, 水上乐园的漂流圈要租, 洗张照片, 毕竟这些不是必须要去的项目, 你可以说那你不要去嘛, 最恶心人的是我们游玩的时候碰到下大雨, 一般情况下乐园都会发一次性的雨衣, 毕竟才几毛钱的东西, 可是长隆这里要卖, 元, 防水手机套下缆车了还要问你回收, 太恶心人了, 吃相太难看了, 给我的感觉是来了长隆就掉进了坑里, 任由别人把你按在地上摩擦摩擦, 你还没办法反抗, 这个地方我绝对不会再来第二次了, 长隆, 你见鬼去吧"
284,_zx403****410197,2019/10/2,"动物园, 大马戏价格太高了, 对于老人小朋友来说性价比不高, 两日游园实际能玩一天就很不错了, 去到那若是下午晚上就更不很不划算了, 第二天酒店, 点就要退房, 我们订的三天两晚住景区酒店, 也就玩了一天, 第二天根本不想再跑去看了, 景区内的餐食还很贵, 这次回来想想过程算算花费, 景区套路太深了, 加上老人受伤, 孩子发烧的, 很闹心, 不想错过表演什么的还得算时间, 很赶, 感觉玩的太累了"
285,M34****2712,2019/7/25,"说句真实话, 真的超级差, 动物少可怜根本没什么看, 价格贵得恐怖, 相信去过的都不会再回头, 比起茂名森林公园都还差"
286,188****1228,2019/10/9,"到了景区才知道, 要开车进去, 需要另交, 元门票, 不交的可以选择不行入园, 但是停车场要开, 多分钟, 非常坑的地方, 游乐场我去过很多, 没有一家像长隆这样坑的, 几百块钱的事情, 可以提前说清楚, 老子又不是掏不起, 至于携程, 也就这样了, 没有发展"
287,安妮,2019/8/28,"差, 非常差, 等了半个小时, 才能进去, 要退票不让退, 我告知客服我窗口买, 还不让退, 度的天大太阳傻呆呆外面等, 携程用户这么多年, 从来没给过差评, 钻石客户就受到这种待遇, 年消费都达到上百万了, 就这待遇, 都让我以后不用携程"
288,M34****8352,2019/8/11,"学上海迪士尼, 不能带吃的进去, 逼迫你在里面买他们的天价食品, 而且难吃的要命, 最便宜的就是瓶装水, 元一瓶, 缆车基本上就是看树和房顶, 小火车就是走马观花, 一天下来唯一的印象就是贵和坑, 没去过的强烈不推荐去"
289,m34****7584,2019/7/27,"动物园最贵, 最难吃的景点饭没有第二, 点了, 份海鲜饭, 每份, 元, 份咖喱牛肉饭, 每份, 元, 总共, 元, 海鲜饭看过去可以, 难吃无比, 吃了一口就没吃了, 另外景点还以卖套餐饭不用排队马戏表演入场, 再也不会来的景点"
290,M36****950,2019/10/8,"里面吃饭的服务员态度很差, 我知道暑假期间很多人很累, 我也没要求太高的期望, 但是这次去长隆动物园真的心情不太好, 我足足站了半个小时多了只为了讨点开水给宝宝冲奶粉, 人就站在那里, 一个推一个, 谁也不肯, 我问了几个人都要我等着, 我看着他, 她, 们, 就都躲进里面去, 直到有位好心阿姨看不过去给我倒了点开水, 我才知道, 原来是有开水的, 只是外面的免费提供开水地方没有水了, 谁也不愿意去倒水, 我不是没有买东西, 我也消费了, 但是这些人的做法让我心情很不好, 带着老人跟孩子一起去, 本想开开心心的, 没想到搞砸了我们的心情"
291,M34****5073,2019/7/21,"总体一般, 今天去了, 指甲不小心被踢了, 好不容易到医务室, 指甲翘起来了, 想借个指甲钳, 结果没有, 还让我们贴创可贴, 撕掉后指甲盖都翘的更厉害了, 还更疼了, 这难道是这种景区应该做的医疗吗, 就几句话贴了个创可贴就把我们打发走吗, 差评"
292,E02****19,2019/10/5,"买了票, 扫出的电子二维号显示被人用过, 已入园, 动物园管理人员建议重新联系供应商, 说凭证码给重复了, 打电话给携程, 建议重买票入园, 到时候帮我们处理, 已经三天过去了, 毫无音讯"
293,_WeCh****827861,2019/11/5,"首先长隆野生动物园是很值得去的, 带娃去还是不错的选择, 但是对于, 这个, 我不会再用来买票订票之类的了, 买票大人, 小孩, 而在, 买票竟然大人, 小孩, 差评, 差评, 差评, 不会再用了"
294,安妮,2019/8/28,"差, 非常差, 等了半个小时, 才能进去, 要退票不让退, 我告知客服我窗口买, 还不让退, 度的天大太阳傻呆呆外面等, 携程用户这么多年, 从来没给过差评, 钻石客户就受到这种待遇, 年消费都达到上百万了, 就这待遇, 都让我以后不用携程"
295,_WeCh****09673,2019/7/1,"长隆差劲得不行不行, 出地铁, 说, 分钟走到动物园, 骗人的, 除非你是百米赛跑, 小火车, 要排队, 个小时, 要不你就加钱, 元, 每辆小火车要间隔, 分钟以上, 强烈表示不满, 祝长隆早日关门歇业"
296,_WeCh****81203,2019/9/16,"用户体验非常差, 没有办法根据定位播放语音讲解, 每个地方的语音讲解都要自己找, 好多动物不认识, 根本不知道应该播放哪个"
297,M42****234,2019/10/6,"定了门票加中文讲说, 结果中文讲说就是自己使用自己手机下载语音谅解, 申请退款, 工作人员说给升级问题, 结果到现在都没人联系我"
298,M49****650,2019/8/9,"本想带孩子去一轻松的亲子旅行, 结果却得旅游体验超差的旅行, 纯粹走马观花, 坐小火车和缆车远远望望功物, 连照都拍不了, 还不如去其他动物园呢, 门票价格死贵, 景区内水, 饮料, 食品死贵, 最可恶的是排队坐缆车和小火车时, 凭买门票的排队一小时, 热到中暑, 不想等, 也可以, 钱是万能的, 广播不停告诉你, 加钱可以走快捷通道, 实质就是有钱人可以合法花钱插队, 穷人不加钱就晾着你慢慢等, 反正周围小孩子都等得不耐烦哭了, 吵着要回家, 一句话总, 花钱买罪受, 花钱买气受, 最大旅游感悟, 有钱就特权, 没钱就别出去受歧视"
299,M22****1845,2019/5/28,"特别没有人性化, 到广州的火车由于暴雨晚点了五个小时, 预计到动物园就要, 点多或者, 点, 了, 而我们明天中午火车就要走, 给他们官方申请这种非人为原因能否第二天特例再参观两个小时, 我们单独加点钱也行, 结果人家回复不行, 只能按照规定当日票当日有效, 非常不好的体验"
300,135****8135,2019/5/25,"长隆垃圾服务, 体验感这么差, 我们早上九点到了去取钱, 买了自驾车票, 一行, 台车, 验票时候告诉我们我们的门票条形码打印机问题, 全是乱码, 不能扫码, 让我们去服务台换换票, 跑来跑去现在快, 点了, 门票还没有搞好, 我们大老远从深圳跑过来, 一个上午时间就这么浪费了, 投诉没有地方投诉, 打电话也没有人接, 垃圾"
301,_YX1****331,2019/9/1,"比较垃圾, 除非自驾稍微能看点, 里面的东西价格翻几番, 物价局, 反垄断法哪去了, 就都市人天天呆在水泥笼子里, 觉得好"
302,M22****0079,2019/7/6,"非常崩溃, 携程竟然少发了一个验证码, 入园时候被拦住, 很狼狈, 又和客服确认半天少发了哪个号, 总之非常不好的一次体验"
303,kkxxyoung,2019/8/12,"未见过如此差的游乐园区, 两大两小一日门票超过, 严重名不副实, 表现在, 园区组织极差, 资源少, 暑期降温措施不足, 园区无限制销售快速通道导致普通票排长队, 如, 小火车普通排队两个半小时"
304,M10****090,2019/8/28,"暑假假期实在人太多, 而且互动环节太少了, 孩子都很难和动物有接触, 场地太大, 时间都花在没意义的走路上"
305,M49****650,2019/8/9,"带孩子就是为了一浈轻松的亲子旅行, 结果却适得其反, 在里面根本不能好好看一下动物, 就坐小火车和缆车远远望一望功物, 连照都拍不了, 门票价格死贵, 这样不如去其他动物园呢, 景区内水, 饮料, 食品死贵, 最可恶的是排队坐缆车和小火车时, 凭买门票的排队一小时, 热到中暑, 不想等, 也可以, 钱是万能的, 广播不停告诉你, 加钱可以走快捷通道, 实质就是有钱人可以合法花钱插队, 穷人不加钱就晾着你慢慢等, 反正周围小孩子都等得不耐烦哭了, 吵着要回家, 一句话总, 花钱买罪受, 花钱买气受, 最大旅游感悟, 有钱就特权"
306,M10****431,2019/7/31,"携程购票时出现问题, 大人小孩票分开购买是, 一会显示可买明天的票, 一会显示结束明天购买, 等成功购买系统又自动退票, 没有办法只有先买好后天的儿童票, 准备再买大人票却又显示可买明天的票, 就这么反复在明后两天购票上折腾, 无奈寻求客服帮助, 结果查都不查就说没问题, 并强硬态度告知不可能有问题, 半小时后实在见态度坚决没办法, 无奈只有通过内部查询才给个, 较为合理的, 答复是携程购票系统问题, 请问半个多小时的质疑客户, 不解决客户实际问题, 确定是代表诺大的携程服务吗"
307,M23****0922,2019/2/7,"忍不住要吐槽一下, 大年初三来的, 人据说有九万, 人多就不说了, 过节嘛可以忍, 餐饮小吃超贵, 外面两三块一个的冰淇淋里面要三十, 这也能忍, 反正孩儿也大了, 吃不吃也无所谓, 但是到哪个地方都有所谓的快捷通道需要另外加钱就可以不用排队的项目, 感觉巨坑, 这辈子都不会再去和长隆有关的任何娱乐项目了"
308,M25****4072,2019/7/11,"突然漲價, 原本, 今天"
309,_WeCh****371003,2019/10/13,"广州人都很了不起, 从住宿到游玩, 多问几句就甩一副冷面孔, 再也不会来广州旅游, 不是来受气的"
310,昂斯巴克勒邦朱亮祖,2019/10/29,"帮亲戚预定的, 亲戚到了现场说小孩低于, 米免费, 跟携程沟通退票, 说申请了回复我, 也没让不取票, 亲戚就取票进去玩了, 然后后面携程联系我说不能退, 不人性啊, 还是携程超级会员呢, 有毛用, 不续费不用携程定东西了"
311,安妮,2019/8/28,"差, 非常差, 等了半个小时, 才能进去, 要退票不让退, 我告知客服我窗口买, 还不让退, 度的天大太阳傻呆呆外面等, 携程用户这么多年, 从来没给过差评, 钻石客户就受到这种待遇, 年消费都达到上百万了, 就这待遇, 都让我以后不用携程"
312,_wech****871295,2019/5/2,"差评, 差评, 差评, 广州长隆里的工作人员的服务态度还真让人不敢恭维, 今天天气不好, 下了很大的雨, 自己忘记带伞, 淋着雨一直走, 走到半路上遇到开着长隆观光车的工作人员, 我看见他车上是空着的, 车上没人坐, 我就问他能不能带我们几个人一程, 他居然很坚定地说不能, 还真是的, 这种态度, 如果不是下大雨, 你以为我很想坐你的车啊, 毕竟顾客是上帝, 广州长隆的服务态度还真让人失望, 事情还没了结, 我们几个人没有观光车坐, 又没伞的就只能一直淋着雨走, 好不容易看到一个保安亭, 就想着在保安亭的门外面避一下雨, 因为雨真的下的大, 其他的地方又没有避雨的地方, 我们刚刚走到保安亭的门外, 才站了半分钟的时间, 那个自称管理员的大哥凶巴巴地走过来, 拿他像赶狗一样的态度来赶我们走, 说不让我们弄脏他的地方, 他说他这个地方除了他自己, 连他的员工都没有资格在这里站着避雨, 我听到他这样的话, 当时是多想跟他吵起来, 我花了钱过来这边旅游, 本来是想开心一下, 结果呢, 怎么说我也是长隆的顾客, 是真金白银地拿钱过来玩的, 给钱他们赚的, 结果呢, 他们的工作人员居然还变成了上帝, 我们游客就成了奴隶, 给钱还要找气受, 广州长隆的工作人员就这样对着自己的顾客不管不顾, 让他们的顾客在大雨下一边淋雨一边走, 淋了有, 分钟的雨全身都湿透了才能走到停车场拿到自己的车回家"
313,M37****162,2019/5/4,"差评, 突降一场大雨, 基本没玩就开始躲雨, 白白浪费千来块钱, 出园后看到广州地铁都在免费给市民派雨衣, 而在园区, 即使带个几个月的宝宝也享受不到任何人性化的服务, 最终全部淋成落汤鸡回家, 以后不会再去了"
314,M34****2712,2019/7/25,"说句真实话, 真的超级差, 动物少可怜根本没什么看, 价格贵得恐怖, 相信去过的都不会再回头, 比起茂名森林公园都还差"
315,M26****6740,2019/8/20,"没有上海野生动物园好玩, 最坑的是每过一个动物景点就有一家卖玩具周边的店, 还绕不过去, 吃的很贵, 单份饭, 一根垃圾香肠, 全是面粉添加剂那种, 元, 红茶粉冲的饮料, 不多说了, 不会来下次"
316,a393674155,2019/8/19,"不能带食物, 东西很贵, 而且每个主题馆都有纪念品店, 感觉都是逃不掉"
317,风车岛,2019/7/31,"不好玩而且不小心按到退票还收了多收了我, 几块说要协商退款也没有, 不小心按到以后即时打电话电话都打不通, 半夜联系客服都在线都不能及时处理, 总结今天游玩觉得适合小宝宝玩, 我家大宝贝不适合"
318,_WeCh****244810,2019/7/31,"人多动物脏, 火车仔时间短, 没有之前几次坐的时间长, 少看了一些动物"
319,M33****8624,2019/7/24,"性价比超低, 景区内的商品价格都远远超出其真实价格, 坐缆车还要加钱, 门票费过高, 不合理, 有些动物的观赏性低于预期, 令人失望"
320,M34****7982,2019/8/14,"不好, 门票一点都不值, 品种多, 动物少, 简直就是骗人的"
321,_WeCh****34942,2019/6/24,"购买的, 月, 日三个成人票, 当天下大雨, 申请取消不行, 改期也不可以, 被告知今天动物园开门的, 你们可以过去玩, 我们带着小朋友过去怎么游玩, 极度差的体验"
322,_WeCh****04721,2019/8/14,"没什么可玩的, 不值得游玩, 浪费时间, 大马戏还可以"
323,M35****6967,2019/9/13,"不好玩, 太坑, 服务不好, 太差了, 下次不会再来"
324,M34****5678,2019/8/15,"极差的一次体验, 第一次遇到不设吸烟点, 全程禁烟的大型旅游景点, 早知道这样鬼才带家人一起来了, 恶心地方, 既然是服务行业, 就要适应各种人群, 而不是让你的衣食父母去适应你, 一点也不人性化, 以后不会再来, 也不会介绍朋友来, 极差体验"
325,233****578,2019/6/1,"今天去了上海的野生动物园, 感觉挺好的, 回想起去年去长隆被坑的一塌糊涂, 喂食贵就算了, 花了几百元参加了小白虎喂奶, 最后抱也不能抱, 更别说喂奶了, 儿子是看了爸爸去哪儿特地要来给小白虎喂奶的, 最后带着遗憾离开, 本来想投诉的, 但老公说算了, 而且第二天就要回上海, 没精力搞那么多事, 在这提醒大家不要上当"
326,M22****0531,2019/2/9,"很差的体验, 去过很多动物园, 感觉广州的就是明目张胆抢钱, 借春节什么都贵很多, 人也不热情, 不友好, 整个城市给人的感觉也是脏乱差, 出租车漫天要价没人管, 广州市政府严重失职, 严重损害广州形象, 到目前为止体验最差的城市, 没有之一"
327,M10****922,2019/1/30,"坐小火车的人很多, 排队要一小时, 感觉还不错, 景区卫生间和饭店, 购物店很多, 商业气息浓厚, 最后说一点门口的检票员, 我进的那个口正好检票员有事让后排的实习生临时顶替, 给了我生平最不舒服的一次检票体验"
328,_WeCh****371003,2019/10/13,"广州旅游体验超级差, 特别是服务行业态度"
329,_WeCh****89384,2019/10/6,"性价比不高, 有点失望, 景点里消费太高"
330,冬日暖风,2019/10/7,说好的长颈鹿投喂呢
331,M12****941,2019/10/8,"春节去的, 人太多, 满地都是垃圾"
332,_WeCh****93019,2019/9/3,不不好不好不好不好不好不好不好
333,M13****978,2019/8/20,"太贵咯, 跟动物园差不多"
334,_WeCh****89140,2019/5/4,"一个空中缆车排队, 个小时, 一个小火车排队, 个小时, 当时还在下大雨, 长颈鹿和大象, 老虎都在躲雨, 元两张票, 就在路面排队了"
335,爷们纯地,2019/5/15,"那些需要游玩两天的, 你们都玩啥了, 难道我去错地方了吗, 三个大人领一个小孩, 加上开车进去的门票, 一千多块钱, 两个小时出来了, 如果坐景点的小火车游玩的更快, 有很多动物必须得车停下来仔细看, 要不然你都看不见, 服务人员的态度非常蛮横"
336,M24****404,2019/2/7,"今天去玩的, 园区不限流, 人山人海, 体验度极差, 到了方才知道从地铁站到大门口摆渡车取消了, 园区内电瓶车取消了, 空中缆车排队需要二个小时, 吃饭需要排一个小时, 在南门兜了一圈就出园了, 奉劝大家这几天不要去玩"
337,M10****922,2019/1/30,"坐小火车的人很多, 排队要一小时, 感觉还不错, 景区卫生间和饭店, 购物店很多, 商业气息浓厚, 最后说一点门口的检票员, 我进的那个口正好检票员有事让后排的实习生临时顶替, 给了我生平最不舒服的一次检票体验"
338,熊猫1040,2019/2/9,"初二去玩全是人, 人挤人, 不是去看动物的是去看人的, 小火车开的飞快就为了多跑几次, 在车上啥也没看到, 缆车也一样, 是去过这么多游玩的地方最差的一次, 门票, 免费都不会再去"
339,是你的老婆,2019/9/8,"作为一个来自昆明的人, 其实觉得这个特别鸡肋, 除了熊猫, 里面的在我们当地都能见到, 再加上昨天太热, 感受不佳, 之后不回再来, 大家看着办"
340,sallyhe1897,2019/10/2,"怎一个差字能了, 景区内各项收费上涨五倍不止, 无服务, 先掏钱再说事"
341,188****1228,2019/10/9,"到了景区才知道, 要开车进去, 需要另交, 元门票, 不交的可以选择不行入园, 但是停车场要开, 多分钟, 非常坑的地方, 游乐场我去过很多, 没有一家像长隆这样坑的, 几百块钱的事情, 可以提前说清楚, 又不是掏不起, 至于, 也就这样了, 没有发展"
342,M10****090,2019/8/28,"暑假假期实在人太多, 而且互动环节太少了, 孩子都很难和动物有接触, 场地太大, 时间都花在没意义的走路上"
343,M34****0105,2019/8/6,"特别不好, 与广告完全不一样, 一点意思都没有, 坐缆车什么都看不见, 服务态度恶劣, 票价还特别贵, 强烈建议不去"
344,宝儀,2019/8/7,"月, 号, 我在長隆, 野生动物园, 订了十四张票, 我的票有效期是, 月, 号至, 月, 号, 当时我定的是, 号進园, 因为改变了行程, 号没有進园, 改了三号, 谁不知, 当我们去到长隆的时候, 正想到柜机拿票, 竟然拿不到票, 屏幕显示, 你的票已过期, 请你联系发展商, 到现在, 月, 号, 票有拿不到, 钱又退不了, 有没有回复, 我感觉被受骗"
345,sunset_tlf,2019/8/4,"非常不好, 尤其是那个, 影院, 既然排队了, 就按顺序先进, 先坐, 为何还要把人放进一个厅里预演一下, 然后大家一拥而入, 你争我抢, 造成人为的麻烦, 我家孩子就是因为这个, 被推倒在地, 头上撞了一个大包, 我正在寻找投诉的途径呢, 管理不善"
346,320****195,2019/7/15,"非常不好用, 定位功能基本上是废的, 定位不准导致要花很多时间找对应的动物, 然后常常都找不到对应的动物"
347,M15****836,2019/5/4,"差评是因为取门票的机器出不来票, 花了一个半小时找人工解决, 压着火气没发, 最后也没了所以然, 自认倒霉"
348,萨内莫塞尔李时珍,2019/10/17,一般都是一般
349,风车岛,2019/7/31,"系统不好, 不小心按到退款, 一秒扣了我, 几块也不及时处理, 野生动物园适合小宝宝玩很无趣"
350,M27****912,2019/5/2,"动物园实在感觉不怎么样, 统一的小摊贩居然价格不统一, 有私自加价情况出现, 不推荐去"
351,19一10一1,2019/9/27,"食品超贵, 一瓶本来, 元的水要卖, 元"
352,库拉玛蒂赤老温,2019/8/23,"票价虚高, 想看的动物都在睡觉, 小火车中途没电了, 一车人等了, 分钟, 一点补偿没有, 活该你坏活该你浪费时间, 缆车也不咋地, 根本看不到动物, 喂长颈鹿一刻树叶, 块, 这个景区就是想钱想疯了, 体验感真的太差, 再也不会再来了"
353,M24****9101,2019/5/10,"五一假期出去旅游, 一个字, 累, 特别动物园里简直是看人的, 不是看动物的, 特别让我后悔的是, 坐小火车排队排了三个多小时, 一个下午哪里都没去全耗在排队坐小火车上了, 排队三小时观看时间十几分钟, 下车竟然下起了大雨又没带伞, 很多游客都挤在景区购物商店里, 我当时又抱着儿子, 那个简直不知道用什么来形容当时的心情, 在景区商店买了把天价伞, 里面吃饭也贵得离谱, 出来景区全家人都湿透了, 外面又正在下大雨, 回酒店都打不到车, 这个景区玩得特别不值, 门票又贵, 下次再不会假期去这样的景区了"
354,118****961,2019/2/9,"人超多, 服务极差, 排队加钱就可走快捷, 不准带食物, 内部饭菜超贵, 动物也少, 组织更差, 非常非常差的体验感受, 就是虚假宣传"
355,acal,2019/9/15,"取不到票, 到处找客服耽误了一个小时"
356,286****170,2019/7/24,"真的有点坑, 别的地方的野生动物园, 多, 这里翻倍, 而且没有什么特别的地方"
357,M39****346,2019/10/20,"差评, 定位老是不在全区, 用不了, 买, 块钱, 但不是钱的问题, 实在影响体验"
358,138****9893,2019/8/6,"总体感觉太差, 服务员没有任何笑容, 对不起这个价位, 这个地方只为了收钱而活着, 钱对你们来说就是一切, 物价的定位更可笑, 完全无底线, 全差评, 最差最差最差, 是我去过最差的地方"
359,彬哥1983,2019/10/4,"投诉没有回复投诉没有回复投诉没有回复, 携程太差劲"
360,_WeCh****93019,2019/9/3,差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差
361,M34****2587,2019/8/19,"很坑人, 不让人带水和食物, 里面的东西都很贵, 变相的强制让人消费, 欺诈消费者, 动物少, 地方不大, 愧对野生动物园的名字, 就是一个大一些的城市动物园, 十分不推荐去, 钓名沽誉, 辣鸡动物园"
362,320****299,2019/2/7,"本想定的, 年, 月, 日的长隆国际大马戏的, 点的票, 一家, 口按时如期到达长隆国际大马戏剧场门口取票, 才发现定的是, 月, 日的, 张票, 与携程沟通, 等了约, 个小时的时间, 回复说分别与, 月, 日和, 月, 日均有短信提醒我, 为, 月, 日门票, 可我查询短信, 根本没有短信提醒我, 就这样, 如此昂贵的门票, 就这样过期了, 希望, 能够给个合理的解释"
363,M13****398,2019/1/14,"此次出行极为不满, 去之前就想把行程退了可是不给退了, 酒店没住也不给退, 这已经很不合理, 希望以后能改之, 到了广州后服务也差, 酒店餐饮简直天价, 不合理收费太多, 宝宝病了定了酒店的微信点菜, 自己去也要收什么服务费, 一小碗粥就, 服务费, 元, 感觉进了太黑店, 饭菜不和胃口, 想定外卖也不能, 必须去景区外取, 可是半小时也出去不了啊, 一点也不方便游客"
364,M22****3347,2019/7/7,"整体游玩感觉十分不好, 处处都要钱, 四个人吃饭的钱都够门票钱了, 总结, 有钱的去长隆, 没钱千万别去, 不花钱根本玩不好"
365,爷们纯地,2019/5/15,"我去了, 你是真坑啊, 自己开车进去的, 游玩下来两个小时吧, 孩子喜欢看的动物可以停下来多看一会, 如果坐园区的小火车, 我觉得也就一个小时就完事了, 差距很大啊"
366,赵朋友,2019/10/26,"很少点评, 实在太差, 餐厅服务员动作像树懒, 价格偏贵"
367,风雪,2019/8/28,"和决大多数城市动物园没太大区别, 但人超多, 还不如逛城市动物园的体验好"
368,M26****7079,2019/8/14,"三岁宝宝也买票, 咨询过了还让买, 景区都说不用买"
369,M31****805,2019/8/6,"很一般吧, 人太多了, 排队时间很长, 暑假期间所有都涨价科酒店和门票都涨价了, 总体感觉一般吧, 建议避开高峰期去游玩, 应该还不错"
370,M25****7702,2019/2/26,"我有几个旅游, 携程是里面票价最便宜的, 两个大人, 本来一开始对长隆很期待, 但是去了觉得一般, 没有那么惊奇, 熊猫馆不说了, 我是成都的来的, 成都的熊猫基地比这个好多了, 影院不错, 其他就是地方大, 动物种类和其他野生动物园是差不多的, 走路累死, 没赶上小火车, 没有看到蛇和那个什么雨林, 侏罗纪世界还行, 比较逼真, 有些吓人, 不过也正是因为从侏罗纪出来, 发现这里的工作人员有的素质真的很差, 我好端端的从里面出来, 是好赶上了最后一趟, 点, 多分进去的, 工作人员说可以进去, 不过要抓紧, 快闭园了, 结果我出去的时候, 在礼品店里, 一个女的工作人员很凶的问我是怎么出来的, 怎么怎么滴, 还能偷偷进去, 每个进出口都有工作人员把手的, 我给她说了, 她还一个劲儿问, 主要态度十分恶劣, 是来玩的, 还带个小孩子, 你, 能不能别那么凶, 十分不满意, 本来就累得要死了, 不推荐来, 票价偏贵"
371,马雷郭子仪,2019/1/27,"差评就是給携程的, 各种附加收费各种坑, 老年票儿童票你要自己去琢磨, 人家都是输入身份证号自动识别, 你们倒好, 你就是儿童的买成成人票也就是成人票, 你们可以的, 各种无用附加也是牛逼到爆, 真的不建议大家用携程, 本来为方便的结果更麻烦, 游客身份订票你还找不到退票的信息, 游客不是人, 游客就不是你们服务的对象, 钻石会员真诚建议大家最好还是换个出行软件吧"
372,M23****7769,2019/10/5,"门票贵饭也贵一个人, 还种类少又不好吃"
373,lovefeng,2019/2/21,"要, 岁以上老人才半价, 残疾人不免费, 超过, 米小孩也要收费, 我只要说现在三岁小孩也, 米高了, 差差差"
374,137****6118,2019/1/31,"入园之前短驳车一辆接一辆, 等会去的的时候间隔感人, 大坑, 园内小火车排队一个半小时起, 只要付得起钱就能走快速通道, 说起来就是插队, 有本事快速通道另外开条线路啊"
375,M12****448,2019/8/21,"这个不行, 使用不方便的, 不建议了"
376,kittylitty,2019/10/16,野生动物园服务态度极差
377,_WeCh****188808,2018/10/28,"为什么没有残疾人优惠的呢, 应该有残疾门票减免的呀, 希望这景点能够优惠或有待政策, 别的景区都有, 老人也应该有应有有优惠政策"
378,bass001,2019/2/10,"春节初三去的, 动物没怎么见, 全是人, 路不用走, 挤着就走了, 偶见几只动物, 估计也是被吓到了, 目光呆滞, 园内餐食应该是全球最贵的, 饮用水一瓶, 当然饮料也是, 只能付现, 陕西省的华山顶峰, 人五小时扛背上去才, 块一瓶, 这里园区一餐多少大家估计吧, 长隆真的是全民的长隆是"
379,_WeCh****93704,2019/2/7,"说好的免费穿梭巴士在哪呢, 说好的免费小火车要排队, 个多小时, 工作人员直接建议不要做了, 整体的服务态度很不好不耐烦, 空中缆车要绿色通道一人, 只能用一次, 太坑, 总体来说, 体验很差, 很差, 很差"
380,M29****2911,2019/6/28,"说的小火车和缆车免费呢, 这个费用是额外付的"
381,向往的路上,2019/8/7,"人好多啊, 排队, 小时, 我劝大家孩子放假期间别去, 去了真后悔, 东西不让带捆绑你消费, 东西还死贵, 一瓶矿泉水, 元一根雪糕"
382,139****5046,2019/5/11,"非常不满意的一次游玩, 买了两大一小的家庭套票, 孩子身高超过儿童票的标准要不差价, 这是理所当然要补的, 这点没意见, 但是离谱的是补的差价不是儿童票和成人票的差价一百多, 而是补了一张学生票全款, 两百八十多的费用, 景区和携程给出的解释是儿童票因为是优惠价不能退, 只能重新买一张票, 个人觉得这个套餐实在是有点坑, 而携程作为平台方, 没有站在消费者角度去跟景区争取, 这点是我最不满意的地方"
383,M29****8401,2019/2/8,"实在是看人, 虽然坐缆车小火车都是免费, 实际包含在票价里, 人家直接要钱不要脸, 元就可以走快捷通道插队, 难道都是看钱的时代, 进去之后的餐食贵到难以想象, 外面, 元矿泉水, 里面, 元, 外面, 元的饭, 里面卖, 人挤人, 一天就看不完所有动物, 人家不管, 明天就作废, 要不卖年卡, 最后, 说好的免费接送, 根本就没有, 地铁站到入口需要步行, 米, 炎炎烈日, 不来为妙, 里面的动物, 虽然多看不完"
384,M30****0091,2019/2/8,"春节人很多, 而且还要排队取票至少半个小时, 进去坐小缆车和火车各要排队两个小时, 昨天听说才, 万人, 万人才停止售票, 里面太大了走路要走好多的整个看下来够辛苦, 坐地铁还要走, 分钟到南门, 反正麻麻烦烦去北门又去不了"
385,年久失羞,2018/12/23,"动物园居然在门口安检的时候要一个一个的翻人家的包, 请注意, 是把衣服等所有包里面的东西拿出来一个一个翻, 我不知道谁给他们的这个权利, 之前在珠海对长隆印象还挺好的, 惊呆, 现场工作人员的答复是公司规定的, 可以凌驾于法律之上"
386,季节派seasonpie,2019/1/5,"快餐店的服务员就跟僵尸一样面无表情说了四五句请给我个勺子都装作听不见, 知道脾气爆发就都听见了, 既然是这里的工作人员拿着薪水就要把基本的服务做好"
387,_M13****1256,2019/1/24,"我的感受是游玩总体挺好, 但被一件事打败, 我儿子九岁, 昨天游园出来乘坐三号线地铁入站时就开始肚子疼, 大约一个小时之后拉肚子, 期间两次拉裤子, 现在是凌晨两点, 还在拉肚子, 而中间没有吃过任何东西, 除了熊猫餐厅的午餐, 一顿泰式咖喱牛腩套餐"
388,王鹭迦,2018/11/20,"服务配套绝对跟不上, 应急也不行"
