,昵称,时间,评论
282,M42****162,2016/8/3,"长隆酒店服务态度好, 长隆水上乐园检出口服务人员态度极其恶劣我们宝贝, 米, 月, 号那天为了不让孩子头发弄湿我把她的头发梳的很高刚好, 米, 可是她们怎么说都不让我们进去要我补票, 当时好几个游客都很生气其中有一个站出来说要找她们领导可是她们根本不理会, 我们在那住一晚都, 元买票时也只让我们买儿童票, 我想说的是这种高消费的地方希望她们服务有待提高, 这次长隆水上乐园让我很不愉快, 不过马戏不错值得一去"
283,200****723,2017/8/22,"最难受, 最悲痛的教训, 来长隆水上乐园, 刚进园就开始打雷下雨, 所有水上项目都停止了"
284,朝气蓬勃小少年,2017/8/8,"坑, 忘记带泳衣, 一件连体女士泳衣, 人太多一个项目没玩到, 自费, 和朋友慢慢漂了, 个多小时, 总之, 人太多了, 氛围还可以, 旺季不会再去第二次"
285,M23****3915,2017/9/8,"超级差的评第一次这么生气, 不能退也就算了更改日期不行, 劝你们以后别在携程买票, 售后服务也差说不到几句话就挂了"
286,186****5330,2016/8/13,"很差, 根本就和其他的地方没有办法比, 服务员态度极差, 好像你欠他几万块钱一样, 爱答不理的, 你去店里看看不买, 还骂人"
287,M50****212,2017/10/5,"忘记带泳衣, 乐园里面泳衣特别特别特别贵, 故意宰客, 一般人还真不敢来啊呵呵"
288,M23****6533,2017/8/30,"买的, 号的票为什么取票时说我的是过期票, 显示是, 号额额票, 旁边一大叔买的, 号的莫名其妙变成了, 号的"
289,_CFT01****1213130,2016/8/15,"携程的订票很垃圾, 客服没有任何解决问题的能力, 把皮球踢来踢去, 是她们的原因造成退票还得收取百分之二十的手续费, 想投诉连投诉电话都没有, 坑坑坑, 再也不来携程了, 不过水上乐园还是值得一去的"
290,M24****173,2017/9/2,"项目不是很多, 没有刺激性的游戏, 特别是排队会让你没了心情去玩"
291,正在查询,2017/7/28,"不好玩, 偷鞋, 位置大, 玩的少, 吃个饭"
292,slkwofgigj,2014/9/11,"首先要说的是水上乐园游乐设施设备是挺多的, 适合成人玩, 门票也不便宜, 坑爹的是进去发现很多项目要用橡皮艇, 我们住长隆酒店, 直接进去, 没有带钱, 又不能记酒店账单, 也没有明显的提醒游客, 郁闷, 朋友小孩上小学, 个头较大, 刺激项目不敢玩, 小朋友的项目不让玩, 结果一行五人买了五张票, 在里面逛街, 坑爹啊, 来长隆最郁闷的点"
293,M36****935,2017/11/7,"卫生很差, 服务更差, 门票也贵, 交通不方便"
294,M23****4904,2017/9/16,"说真的, 不好玩, 没项目可玩"
295,_WeCh****98819,2017/9/5,"差评, 下大雨不能玩, 还不能改签跟退票, 白白浪费一百多"
296,134****9774,2017/6/3,"太差劲, 携程太差劲"
297,M48****326,2017/5/7,垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾
298,M48****326,2017/5/7,垃圾垃圾垃圾垃圾垃圾超级垃圾
299,E40****64,2015/7/26,"项目整体和郑州方特水上乐园相当, 绿色环境会好一点, 但最不好的就是不让带食品, 没有考虑民族问题, 回民没有办法吃饭, 玩一天, 小孩跟着受罪, 忍饥挨饿, 真垃圾"
300,M33****2917,2019/7/25,"长隆, 巨, 憨憨, 完全是广告欺骗"
301,_WeCh****207235,2017/5/12,"不值得, 毕竟买错票不可以退逼着去没意思"
302,_WeCh****28516,2016/9/1,"不能带吃的, 只能带水, 没有想象中的刺激, 排一小时的队, 玩一分钟, 觉得完全划不过来, 星期一去的"
303,e24****08,2014/5/1,"对于过多的客流量, 长隆却没有做好准备, 排了两个多小时才拿到门票, 场面完全失去控制, 好不容易拿到票, 又等了, 个小时到下午, 点才投机取巧从别人手中拿到储存柜, 但除了漂流河能玩, 其他游戏基本上要排, 个小时的队才能玩那么几十秒, 点钟以为早早离场可以洗个澡, 谁知道一楼和二楼的洗浴间门口都起码排了七八个人, 根本无法洗澡"
304,没有如果的如果丿,2017/5/4,"全票已经包含了, 没必要的票, 还不能退, 浪费表情"
305,M22****751,2015/8/8,"门票贵, 还不给带食物进去, 里面食物贵的要死, 一个火腿肠就卖, 块, 还有存衣服也要几十块, 样样要钱, 还有长隆的出租不打表, 再近的路程也要几十块, 坐地起价"
306,m19****31,2014/5/12,"因为早一天把票从提票机取出来, 不能在携程退了, 下雨, 游乐场那边是不给退票的, 浪费钱了"
307,e24****08,2014/4/21,"对于过多的客流量, 长隆却没有做好准备, 排了两个多小时才拿到门票, 场面完全失去控制, 好不容易拿到票, 又等了, 个小时到下午, 点才投机取巧从别人手中拿到储存柜, 但除了漂流河能玩, 其他游戏基本上要排, 个小时的队才能玩那么几十秒, 点钟以为早早离场可以洗个澡, 谁知道一楼和二楼的洗浴间门口都起码排了七八个人, 根本无法洗澡"
308,M35****968,2016/4/4,"在网上订景区门票从来没有遇到过这么差的网站, 有些事情只有体会了才知道携程到底有多么烂"
309,妳爹临死前,2015/7/4,"场内饮食收费太黑, 典型的霸王条款, 打着封闭式管理的幌子, 目的为了强制性消费, 场内吃一次在场外都可以吃几天了"
310,M27****892,2015/11/13,"又贵又不好玩, 里面卖的泳衣又贵质量又差, 没几个好玩的项目"
311,xinnian05,2015/5/31,"那里服务态度真差, 态度恶劣, 去那里玩受气啊"
312,Aislent_deng,2014/4/21,"这次是长隆今年的开园日, 太多人了, 去到也不想进去, 浪费了我几百元, 玩一个项目排队排了差不多三个钟才玩那么几十秒的时间, 太坑了"
313,-蜗-牛-,2015/12/22,"到处是坑, 去了一次绝不会想去二次, 去了后悔"
314,206****352,2014/4/25,"小又多人的长隆水上乐园, 太小太多人了随便一个游戏都是等两个小时的完全就是浪费时间"
315,zhigang_wan,2014/10/23,"里面的设施也比较单调, 性价比不高, 下次不会再去, 听说珠海的长隆比这边好多啦下次去那边看看"
316,zhigang_wan,2014/10/23,"里面的设施也比较单调, 性价比不高, 下次不会再去, 听说珠海的长隆比这边好多啦下次去那边看看"
317,m19****31,2014/5/2,"因为早一天把票从提票机取出来, 不能在携程退了, 下雨, 游乐场那边是不给退票的, 浪费钱了"
